pair_id,is_duplicate
286893,0
44233,1
97788,0
280618,1
362796,0
399232,0
40359,0
41169,0
118353,0
230858,0
286493,0
149216,1
26851,0
210305,1
40149,1
304271,0
117510,0
9040,1
184960,0
4729,1
51373,0
105301,1
9731,0
360600,1
189925,1
220253,1
19082,0
47120,1
288359,0
103234,1
85872,0
337899,1
102521,0
99118,0
380987,0
219979,1
335042,1
92875,1
242734,1
125218,0
104413,0
251181,1
153310,1
101239,1
246390,0
237608,1
350209,0
63191,0
307052,1
270597,0
277724,1
230938,1
143267,1
98112,1
265441,0
243547,0
21477,0
400124,0
31970,0
123382,1
17235,0
331604,1
101889,1
119629,0
262950,1
179760,0
22043,0
196647,0
218406,1
125999,0
248780,0
387449,1
276796,0
338399,0
24084,1
398756,1
171034,0
296766,0
8915,1
67874,0
84988,0
65467,0
269341,1
282181,1
354838,0
402935,0
199112,0
204023,1
62477,0
75103,1
128356,0
221670,1
77731,0
127791,0
353771,0
110012,0
181694,1
197865,0
160600,0
157345,0
230737,0
290750,1
276085,0
103909,1
76123,0
301778,0
339190,0
330505,1
337345,0
159052,0
110562,0
166669,0
159267,0
239624,1
20091,0
361775,1
216562,0
362485,1
341609,1
380068,0
257831,0
115686,1
375326,0
31307,0
311931,0
311438,0
48534,0
59960,0
192916,1
84765,0
291484,0
31838,1
282483,0
286340,0
27127,0
189181,0
278951,1
377453,0
369177,0
316805,0
214662,1
207880,0
399127,0
271631,1
105616,0
155889,0
342518,0
183133,1
274473,0
132221,1
364881,1
200934,1
10598,1
136365,1
121714,0
139323,0
15231,1
293956,1
32480,1
2111,0
294989,1
10029,1
320421,0
159444,1
227386,0
377600,0
266922,1
181152,0
29540,0
193159,0
104591,0
104037,1
84994,1
257359,1
309751,0
322699,1
274903,1
82312,1
163890,1
80760,1
355054,1
33316,1
252318,1
288487,1
187339,0
130951,1
55071,0
119837,1
381935,0
39544,0
310678,0
194682,1
72115,0
229746,0
125105,0
278917,1
112480,0
122331,1
39037,0
79192,1
263618,0
79938,0
54958,0
320334,1
146760,0
263509,0
167301,1
298469,1
27933,0
359985,0
108207,0
175787,0
166898,0
82012,1
203280,0
334770,0
234974,1
168247,0
15313,0
172731,0
157504,0
48059,1
69910,0
91883,0
169152,1
341322,0
11153,0
229654,1
263325,1
126536,0
33955,0
275965,1
119795,0
350378,0
246004,0
112074,0
255369,1
201306,0
81517,1
8583,0
85765,0
279139,0
116684,0
270878,1
260558,0
287210,0
239470,0
254703,0
31569,0
122427,1
372106,1
307567,1
177169,0
110599,0
290553,1
120054,0
260408,0
269589,1
29942,0
325263,0
221872,0
130896,1
393742,0
229859,1
42418,0
197729,0
284554,0
104848,1
280616,0
197937,1
257245,0
281510,0
182631,1
358322,0
121349,1
54794,1
103258,0
168421,1
217192,0
378004,0
217727,0
30243,0
251552,0
201796,0
84452,0
6561,0
264030,0
151617,1
172354,0
349832,0
388961,0
291666,0
371147,0
329370,0
387541,1
327751,0
111034,0
311652,0
322349,1
97478,1
400423,0
75812,1
134397,0
233235,0
192268,1
138213,0
343741,1
247454,1
15534,1
216281,1
247082,0
262826,1
308423,0
56405,1
11540,0
385537,0
119400,0
318171,1
260482,0
145170,0
203418,1
115288,1
108235,1
15152,0
249530,1
91674,1
370082,1
304566,1
13866,0
389054,0
222701,0
209511,1
34967,0
337630,0
266612,0
379093,1
185062,0
346864,1
281243,0
263933,0
57361,0
76660,1
189109,0
203861,0
266579,0
3731,0
146180,0
242035,0
157001,1
184700,1
26050,0
264515,1
330401,1
365718,0
124138,1
166983,0
327012,1
340535,0
177339,1
27898,1
321566,0
178407,0
325894,1
356507,0
362401,0
4887,0
322438,0
41928,0
82798,0
395421,0
48152,0
249283,0
154874,1
349750,0
280207,1
26418,0
176731,1
161794,0
391598,0
74601,1
361963,1
213953,0
181734,0
138224,0
277257,0
337965,1
296949,1
243027,0
402048,0
103171,1
78279,0
287167,1
299343,1
68069,0
187842,1
87746,1
392148,0
146441,0
158979,0
287737,1
230843,1
228798,1
168892,1
105468,0
393830,1
327534,1
399417,0
66881,0
245284,1
378084,0
76063,1
344048,0
317942,0
230730,1
44852,0
133019,0
135823,0
153864,1
11156,0
367413,0
237083,0
210125,0
343543,0
122245,0
259801,1
355655,1
162104,0
187106,0
319348,0
3347,1
294269,1
68565,0
120024,0
159412,0
214411,0
215207,1
192843,0
252727,0
268019,0
380867,0
329857,0
81494,0
226617,0
262430,0
369625,1
220386,1
263252,1
350320,1
184724,1
316223,1
244965,0
200498,1
51898,0
229529,0
200686,0
193343,1
210402,1
4410,0
143130,1
308341,0
205442,1
400837,0
80155,1
180047,0
48832,0
350235,1
64585,0
465,0
232224,0
113524,1
179248,1
78958,0
154748,1
312526,1
321091,1
330209,1
278618,0
283507,1
307432,0
245457,1
133480,0
136188,0
273608,1
2241,0
214180,0
177267,0
44583,0
148439,1
400954,1
229896,0
271851,1
112249,0
251106,0
82700,0
15352,0
374493,0
108740,1
103686,0
273892,0
124152,0
200234,0
104322,0
21437,1
326052,0
38612,0
148694,0
115618,0
96435,0
306862,0
216849,0
101855,0
17275,0
278126,1
53114,0
87971,1
174629,0
101298,1
134291,0
121432,1
189622,0
981,0
173465,0
204244,0
200551,0
132627,0
205801,0
401635,0
311574,1
179078,0
116003,0
356281,1
340777,0
55703,0
286297,1
152551,0
26933,0
45455,0
266864,0
29422,0
378603,0
271745,0
23502,0
327071,0
252405,0
182293,0
89249,1
112551,0
169428,0
109265,0
321266,0
402973,0
327185,0
71908,1
383578,0
121476,0
338468,0
177198,1
337483,0
33007,0
401624,0
250142,1
238379,0
575,0
266600,0
159998,0
135606,1
119655,0
137798,1
137115,1
389799,1
236773,0
188010,1
86527,1
389798,1
221025,0
43243,0
85747,1
88390,1
36973,1
66272,1
138386,0
203988,0
291576,1
207969,1
369477,0
315563,0
208130,1
307604,0
61598,0
344135,0
50221,1
40146,1
162217,1
347222,0
165521,0
7313,0
240952,0
293461,0
167082,1
303577,0
356336,0
85715,1
375911,1
138963,0
181127,1
157909,0
370571,0
214201,1
166907,0
158693,0
143244,1
69279,1
381852,0
330449,0
301683,0
248272,0
109409,0
280125,0
134290,0
165917,0
187173,1
159249,1
228385,0
242347,0
350520,0
275124,0
354121,0
282972,1
106020,0
254634,0
242205,0
101343,0
298155,1
98628,1
102054,1
233143,0
167842,0
299341,1
172660,0
314743,0
261825,0
119378,0
70925,1
113479,0
321039,1
31969,1
394852,1
142626,1
273242,0
315452,0
12651,0
220835,1
123136,0
329697,1
241762,1
40401,1
370749,0
222464,0
350745,0
8427,0
172693,1
364959,0
374012,0
23962,0
69615,1
41175,0
120730,0
145474,0
392180,0
158012,0
147447,1
35035,1
123123,0
392481,1
221291,0
390764,0
228483,0
261399,1
364337,0
260625,0
291079,1
328737,0
158145,1
282234,0
312849,1
68383,0
111709,1
246811,1
150330,1
206679,1
266530,0
206495,0
214906,1
258502,0
204947,1
80615,1
285648,1
22660,1
314456,0
34832,0
167019,0
14554,0
71910,1
136459,0
245875,0
207486,1
38502,0
101440,1
209195,0
280716,0
35824,1
226963,0
6636,0
399874,0
257749,0
83952,0
201195,0
206989,0
122008,0
193661,1
182655,0
92005,1
130702,0
308855,0
185936,1
189111,0
115052,0
67123,1
129158,1
61941,0
336997,0
211339,0
322981,0
277991,0
292308,1
171932,1
51187,0
9621,0
288122,1
76929,0
141628,0
162808,0
253124,0
130584,0
361606,0
332371,0
260213,0
278754,0
271129,1
97190,1
204566,1
224189,0
89127,0
232927,0
124219,0
270602,0
154660,0
180648,1
336113,0
62338,1
258634,0
253272,1
325660,1
325741,0
343100,1
128343,0
242259,0
63534,0
53017,1
82333,0
134402,0
212915,1
356115,0
174291,0
180894,0
132392,1
43504,0
252960,0
294624,1
394382,1
242700,0
366725,0
45399,1
57465,1
38324,1
281586,1
78298,0
325386,0
268139,1
309946,1
300957,0
385028,0
34308,0
244438,1
396281,0
274644,0
19713,1
246193,0
94279,1
314636,0
144104,0
336439,1
369571,1
204683,0
278463,0
320072,1
50043,0
203854,1
392431,0
248121,0
332665,0
188924,0
361340,0
50087,1
1129,1
194128,1
9754,0
236167,0
232071,1
123774,1
164000,0
243652,0
78434,1
15786,0
162848,1
402965,0
373802,1
37710,1
132660,0
241819,0
386654,1
296591,1
172252,0
211533,0
260967,0
259086,0
288687,0
356636,0
88665,0
356506,1
255608,1
151001,0
38589,1
59805,1
86517,0
189036,0
156976,0
340317,0
93630,0
134824,1
75777,1
384206,0
62579,0
235405,1
203119,0
357335,0
83164,0
98820,0
342101,0
60795,0
70958,0
108967,0
215185,0
79428,1
156329,0
332036,0
249574,0
292812,1
165924,0
285865,0
368321,0
254669,0
125679,0
228234,1
222361,0
347021,1
383517,1
152195,0
59381,1
309461,1
310640,0
161972,1
316262,0
224099,1
117003,0
372802,1
163292,0
107105,0
208905,0
354103,1
312809,1
163389,1
57909,1
91605,1
264250,1
174827,1
249807,0
111664,1
272125,0
18912,0
198037,0
344593,1
59732,1
19303,0
46548,0
382279,1
282485,0
393981,0
354949,0
65510,0
393582,0
136175,0
93599,1
347663,0
305259,0
299226,1
238836,0
271456,1
288940,0
31867,0
152309,0
30203,0
365919,1
150288,0
179341,0
43598,0
104092,0
127764,1
72309,1
322515,0
40463,1
31850,1
299228,1
269028,1
338029,0
21379,1
363809,1
105022,0
143232,1
182356,0
206744,1
95076,1
333680,0
184051,1
167667,0
197549,1
114168,0
288127,0
279926,0
113597,0
58537,1
117429,0
283296,0
343577,0
361301,0
9611,0
131270,1
193864,0
142413,0
63327,1
66876,1
402858,1
81670,1
376567,0
262118,0
28919,0
128691,0
284468,0
21453,1
7351,1
56535,1
387136,1
106850,1
258140,0
156107,0
291329,0
184015,1
248283,1
194437,1
164032,0
303039,0
263622,0
202000,0
80947,0
58487,1
67252,1
366252,0
111727,1
322169,1
19159,0
398180,1
8588,0
223854,0
117848,1
210213,0
68637,0
8072,1
166693,0
48731,0
300718,1
281207,0
253721,0
345673,1
392756,0
349185,0
400417,1
383050,0
170970,1
203345,0
169180,1
183202,0
390219,0
355281,0
67796,1
324679,0
252206,0
53791,0
391152,0
323149,0
59916,0
248519,1
5355,1
373561,0
48273,0
282189,0
83607,1
39196,0
274304,1
210362,0
232105,0
80313,1
385008,1
27869,0
119040,1
44454,1
321463,1
230359,1
130888,0
375427,0
133219,0
188595,1
358940,1
385798,1
196609,0
320486,1
98361,1
41404,1
169453,0
262659,0
340446,0
332283,0
35611,0
335512,1
33246,1
77997,0
217132,1
1678,1
77677,1
297114,0
235712,0
78801,1
3150,0
180034,0
8686,1
182353,1
121522,0
31514,1
92742,0
322730,0
176024,1
213211,0
325663,0
177976,1
380033,0
99578,1
149786,0
300658,0
160832,0
71486,1
173401,1
368796,0
194293,0
111427,0
106210,1
179363,0
115917,0
179020,0
333446,1
224363,1
260585,0
99907,0
310396,1
244989,0
309637,0
376783,1
29753,1
243747,0
63290,0
345564,0
16680,0
68374,0
24002,1
29314,1
148069,0
155559,0
174847,0
336234,1
396075,0
171045,0
74758,0
360897,0
133822,0
276234,0
224037,0
110206,0
114511,0
355520,1
92484,0
176603,0
240140,0
71682,1
321334,0
385084,0
146791,0
137242,0
362342,0
351143,0
225234,1
13430,0
13099,1
198294,1
339957,1
177007,1
377464,0
385572,0
196619,0
187495,1
88238,0
87735,1
62973,0
26165,0
319305,1
66084,1
204299,1
257169,0
12846,1
28711,1
370285,1
194170,0
274153,0
366883,0
271563,0
197931,0
206632,0
203295,0
206163,0
197519,0
74530,0
220538,0
235496,1
189509,1
2242,0
20591,0
258288,0
99110,0
243413,0
402787,1
253463,0
223354,0
257965,1
157149,0
203357,0
268730,1
343603,0
77050,1
352292,1
211029,0
277354,0
252462,0
25706,1
204937,0
165311,0
235818,1
157565,1
325431,0
302161,0
350588,1
339243,0
403689,1
17260,0
281804,1
118785,0
225253,0
368179,0
20664,0
30547,1
310276,0
115343,0
15963,0
355587,1
250222,0
26808,0
393254,1
308526,0
251721,0
186941,0
210383,0
119993,0
136723,1
107650,0
97462,1
374287,1
105475,0
399452,0
227402,0
195927,0
239375,0
341507,1
197781,0
307774,0
342642,1
233909,1
232812,0
369252,0
199656,0
112073,0
233408,1
320043,1
176929,0
243843,1
394157,0
295778,1
321341,0
182453,0
43468,0
235062,0
246379,0
489,1
292795,0
246934,0
155757,0
247765,1
236323,0
253769,1
246718,0
259419,0
386621,0
364038,0
206798,1
96261,1
239871,0
186942,0
78732,0
128029,0
89799,0
52098,0
298914,0
206733,1
170834,0
403600,0
324827,0
351547,1
355589,1
116852,0
296270,1
15906,0
384263,1
186504,1
255575,0
199984,0
223108,1
289740,0
122237,1
285445,0
253200,0
120638,0
189045,1
161184,0
71439,0
172557,0
138403,1
14311,0
292115,0
76733,1
166486,1
45190,0
77512,0
89541,0
276269,0
290217,1
214406,0
172549,1
210791,0
156186,1
106901,0
346179,1
368666,0
382009,1
53883,0
166087,0
101138,0
6082,0
334435,1
362580,1
265581,0
366858,0
364334,1
270448,0
273077,0
206287,0
43924,1
65151,0
304595,1
123740,0
327807,0
227832,0
180429,1
379002,0
165805,0
143901,1
25369,1
248705,0
105026,0
156330,1
17432,1
112854,1
36490,1
230781,0
314397,0
36679,0
273989,0
32186,1
174943,0
240935,1
178664,0
54860,1
125728,0
391879,1
22408,0
351744,0
333761,1
172130,0
59549,0
345632,0
395499,0
253514,0
359669,0
287613,1
92061,0
144680,0
305942,0
177563,0
163228,0
10962,1
329101,1
357713,0
96822,1
79079,0
330704,0
188079,1
229858,0
288796,0
82151,0
30383,1
288857,0
348945,1
268305,0
213349,1
358942,0
98304,1
79384,0
350934,0
173067,1
117492,0
327139,0
400386,0
170704,0
384268,0
20324,0
123499,1
74691,1
17865,0
166202,0
372613,0
90884,0
186592,0
8883,0
227006,1
313518,0
38820,1
3152,0
401471,0
361408,0
233949,1
184221,1
195321,1
399873,0
316500,0
45036,0
162137,0
103706,0
234398,0
385811,1
123842,0
401044,0
63444,0
203827,0
66316,1
111205,0
60504,0
13112,1
41196,0
153323,1
370305,0
294463,0
393884,1
53399,0
3033,1
80341,0
190409,0
137578,0
111072,0
60857,0
369785,1
293077,0
12271,0
121023,0
5241,1
399829,0
52820,1
75821,0
47960,0
13263,0
29102,0
204634,0
218169,0
389585,0
323295,0
145052,1
144915,0
58930,0
37804,0
134787,1
24805,0
83932,0
302044,0
196656,0
319056,1
212385,1
63000,0
207088,0
207599,0
2366,0
336953,0
292313,0
402491,0
98752,1
103031,0
326931,0
53145,1
291870,1
120444,0
304081,1
190228,0
280857,0
158980,0
151160,0
179791,0
250590,0
12002,0
130478,0
173727,0
279829,0
94143,0
13729,0
57284,0
252618,1
26902,0
260799,1
265822,1
179751,0
61768,0
95479,0
373370,0
233934,1
177752,0
110228,1
77910,1
45318,1
87313,0
45060,1
92286,1
124567,0
134357,1
172645,0
275059,0
89678,0
52224,0
141688,1
45264,0
103499,0
185266,0
75811,0
177445,0
16092,1
372198,1
270819,0
376566,1
385357,1
325389,0
160974,0
121705,0
262952,0
80305,0
116519,0
303027,0
392456,0
202760,0
193299,0
164831,0
149711,1
271493,0
120223,1
79248,1
156981,0
347297,1
40685,1
256391,0
399759,0
263006,1
193976,0
261300,0
28433,1
171181,0
247680,0
67629,0
329692,0
138807,0
33659,1
17919,1
166031,0
342339,0
217674,1
262230,0
213343,1
159429,1
348279,1
115291,0
239986,1
78912,0
87436,0
63999,1
375193,1
114677,1
398245,0
253475,0
165627,1
6404,1
345681,0
213412,0
258426,1
241354,0
105361,0
128213,0
238532,0
354071,0
321053,0
35042,0
278028,0
299629,1
250066,1
345297,0
369331,0
300546,0
239948,1
388477,0
182109,0
111988,0
235853,1
97743,0
151587,0
217525,0
254735,1
148512,1
58684,1
352409,0
178172,0
32796,1
229986,0
368833,0
262263,1
318452,0
283759,1
12438,0
95743,1
299871,0
227799,1
306860,0
208462,1
342501,0
301798,0
166908,0
346734,0
106456,0
159692,0
286456,0
399317,0
273311,0
37523,1
119751,0
109395,0
218769,0
190930,0
291805,1
157988,1
189853,0
51495,0
400354,0
382364,1
175823,0
366771,0
391958,0
240220,1
317364,0
237972,0
207193,0
350938,0
317096,0
227211,1
5460,0
241293,1
153819,0
74522,0
394430,0
231375,1
39923,0
74290,0
218952,1
163720,1
401723,0
373473,1
21581,1
136439,1
660,1
69516,0
63845,0
55738,0
287969,0
366907,1
332693,0
1953,0
206211,0
125896,0
168674,1
105134,0
267161,0
12055,0
361819,1
260538,0
303983,1
283571,1
326342,0
305294,0
58608,1
83593,1
210285,0
70877,1
67804,1
289026,0
228599,0
400971,0
181100,0
200488,0
242453,0
386085,1
205197,0
296394,0
271859,0
147729,1
310382,0
315008,0
58975,1
96804,0
255493,0
269937,1
332718,0
200554,1
127444,0
203223,1
211350,1
306463,1
289244,0
317537,1
195248,0
244725,0
84973,0
257096,1
290653,0
191649,1
333554,1
105945,0
52406,1
116384,1
105692,0
393605,1
170297,0
231746,1
114826,1
229054,0
287078,0
97400,1
38853,0
203563,0
31415,0
385116,0
86935,0
141763,1
158649,0
2074,0
349746,1
20920,1
177477,0
65327,0
248090,0
188399,0
390289,0
148801,1
372833,1
187607,0
380202,0
365206,0
159296,0
224074,0
148377,1
214048,0
162861,0
170295,1
222074,0
20004,0
230018,1
102747,0
250059,0
393581,1
136707,1
246018,0
293153,1
196334,0
86995,0
235646,1
54685,1
379884,1
403062,0
116997,1
89769,0
327470,1
311550,1
238886,1
396152,0
40667,0
58781,1
121690,1
166447,0
295936,0
212310,0
399991,1
345009,0
55524,1
358460,0
145422,0
390845,0
152834,1
368707,0
119791,1
367752,0
185199,1
268835,0
229919,0
38482,1
209497,0
79497,0
338351,0
179337,0
268405,0
364204,1
4859,0
202912,0
243781,0
95338,0
57136,1
178673,1
27482,1
177579,1
310424,0
248608,0
11224,1
346539,0
166116,0
68628,0
352792,1
34824,0
54297,1
372181,0
323196,0
118882,1
203436,0
340308,0
325406,1
127379,0
376272,1
187352,1
314342,1
314588,0
274134,0
221616,1
207022,0
8276,1
207436,0
61894,0
197485,1
177682,0
300647,0
161944,0
259321,0
125609,1
382890,0
299280,1
99099,1
323672,1
95303,1
319545,0
156208,0
275999,0
169653,0
301501,1
179808,0
51624,0
357584,0
193526,0
341594,1
268871,1
89760,0
293148,1
261267,1
230301,1
339450,0
243246,0
156067,1
222137,0
94077,0
168643,0
219977,0
129703,0
99991,0
31895,0
255067,0
1149,0
143207,1
378868,0
18730,0
190875,0
231963,0
48416,0
12308,1
345414,0
269436,0
39794,0
252113,0
243897,1
182170,0
23233,0
347451,0
167922,1
223358,1
218423,1
140517,1
39430,0
5362,0
396640,1
342679,0
299401,1
124157,0
24943,1
375399,1
175424,1
123237,0
65687,1
321627,1
55885,0
359200,1
186815,0
271961,0
365100,0
12568,0
339839,1
141558,1
286873,0
269224,1
356794,1
364109,1
122367,1
59581,0
57057,1
69612,0
164021,1
145826,0
357935,0
253639,1
368564,0
343512,0
137675,0
103619,0
325807,0
291557,0
83754,1
259902,0
307735,0
34125,0
153003,0
152001,1
256440,0
130643,0
240362,0
257925,1
49890,1
175499,0
107925,1
196932,1
330195,0
127415,0
6254,1
123809,1
242641,0
25030,1
343068,0
195862,0
279935,0
214819,1
46659,0
291715,0
320351,0
255804,0
252417,1
37079,0
129636,0
274,1
360930,0
392605,0
291799,0
289446,0
83186,0
112528,0
315010,1
106141,0
307987,0
231836,0
242310,1
167879,0
81473,1
43017,0
42979,0
183708,0
314731,0
166147,0
34864,0
146422,0
123407,0
135602,0
123163,0
213819,0
296295,1
128434,0
290446,1
86248,1
231465,0
43364,0
337872,0
120536,0
390794,1
283085,0
304467,0
303374,0
294027,0
176713,1
358629,0
308057,0
167373,1
302991,1
220618,0
75539,1
179977,0
271309,0
79823,0
53477,0
252913,1
135172,0
256444,0
350804,1
285999,1
11439,0
136430,0
153893,0
287238,1
304613,0
46736,1
257195,0
362806,0
281493,0
328003,0
42885,0
277894,0
380281,0
94928,0
332598,1
276026,0
83007,1
357102,0
1452,1
284680,0
384316,1
205209,1
40878,0
332736,0
252504,1
153389,0
218893,1
334934,0
71080,1
214474,0
290873,1
333933,0
88927,0
8965,1
116860,0
54565,1
56615,0
162051,0
263356,0
105806,0
130159,0
246258,1
281071,0
62734,0
340973,0
80193,0
136345,0
70647,0
148203,1
235045,1
170579,1
270804,0
6487,0
62831,1
14704,1
120372,0
330398,0
203603,0
365111,1
197420,0
198257,0
96133,0
254033,0
87565,0
363038,1
225748,0
36915,0
191651,1
270216,0
99506,1
260777,0
331778,0
221190,1
363860,1
63827,0
106196,0
273486,1
270071,0
271877,1
23899,0
52214,0
265643,1
390759,0
45300,1
7102,0
42755,0
313602,0
362665,0
154072,0
269073,1
250213,0
130649,1
182096,0
47918,0
261813,0
139542,1
32022,0
237533,0
335419,0
296396,0
342432,1
117965,1
3451,0
217316,0
43340,0
355718,0
243132,1
41995,1
329070,0
390619,0
145020,1
128626,0
274753,1
357838,0
178501,0
102029,1
43659,1
337389,1
68361,0
297770,0
315369,1
30075,0
90036,1
313104,0
388614,1
289288,0
149032,0
235308,1
292804,0
28586,0
13522,0
173054,0
115272,0
270728,0
22521,0
210036,0
198902,1
188307,0
57561,0
161064,0
359079,0
72148,0
292833,0
283015,0
252457,0
36994,1
96739,0
170011,1
295492,0
202892,0
137077,0
38646,1
107951,0
161682,0
123951,0
130180,0
118305,0
89968,0
41863,1
398125,0
75763,1
137845,0
120981,0
92029,0
353701,0
319995,0
271878,0
155727,0
84309,0
314819,1
265625,0
315612,0
335299,1
36817,1
59724,0
375370,1
254391,0
16739,0
31624,0
31201,0
368612,1
264995,0
59074,1
324936,1
309889,0
280804,1
185829,1
211119,1
277296,0
120100,0
177485,1
42924,0
206913,0
33885,1
246027,0
366008,0
202770,0
98022,1
374796,0
190279,1
71352,1
249642,1
201829,1
46628,0
210339,1
132508,0
295253,1
225257,0
324338,0
295310,0
277687,0
231383,0
374329,0
189799,1
290047,0
26533,0
94797,1
259850,0
384068,0
187699,0
119894,0
6407,1
297449,0
316903,0
219059,0
382651,1
172492,0
4335,1
361601,0
61608,0
12657,0
114950,1
390315,0
97742,0
386749,0
396824,0
295289,1
292482,0
144329,1
92554,1
160800,1
150691,0
91237,0
23764,0
50246,0
83538,0
364405,0
84995,0
302126,1
19702,1
123574,1
274733,0
148834,1
225854,1
206813,0
372777,1
133819,1
231359,0
403785,0
325486,0
279719,0
124294,0
226214,0
250116,0
30913,1
162529,0
177245,0
209071,0
230607,0
219871,0
170164,1
328721,0
275131,0
46569,1
25993,1
187848,0
211790,0
81603,0
46192,0
322071,0
215160,0
43699,0
76683,0
5427,0
42669,0
242394,1
10974,0
102475,1
280621,0
320398,1
359174,1
394489,0
307462,0
386960,0
257666,1
134353,0
125581,1
292077,0
152969,0
355416,0
279016,1
331154,1
131164,0
221841,0
394549,0
114560,0
392005,0
166505,0
32601,1
139858,1
216709,0
319207,0
373323,1
248077,0
315651,1
343738,1
203481,0
100150,0
82325,0
137464,0
85230,0
400968,0
146849,1
314697,0
314876,1
124610,1
125368,1
377604,1
51013,1
341181,0
316192,0
308415,0
29034,0
285104,1
11299,1
284281,0
403599,0
108953,0
357785,0
94206,1
365743,1
284623,0
114867,0
178224,0
70716,0
62449,1
140092,1
77425,1
235030,0
227634,0
263345,0
297269,0
354195,0
72235,0
313951,1
229988,0
191139,0
41139,1
244760,0
128309,1
81259,0
52481,0
314732,0
27941,1
396838,0
111307,0
207874,1
170291,1
300911,1
231823,0
111361,0
171849,0
254591,0
45252,1
322664,0
46968,0
265358,1
75271,1
69895,0
215865,0
320480,0
348121,1
319920,1
66449,1
318358,1
52185,0
362291,1
181889,0
22365,0
380219,0
168007,1
355525,0
225005,0
252553,0
89019,1
375784,0
366646,0
64606,1
151449,0
263220,0
200382,0
227428,1
128070,0
175098,0
154191,1
62373,1
401846,0
12010,0
146666,0
340555,0
89208,0
334179,1
120854,0
292713,0
48752,0
225930,1
148118,0
135448,0
43910,0
400125,1
93496,1
395550,0
374684,0
111701,0
344941,1
45223,0
23046,0
268888,1
156321,1
346002,0
332354,0
155182,0
225964,0
184767,0
181899,0
146495,0
262773,1
164802,0
206364,0
5438,0
361721,0
243217,0
293496,0
308563,0
158766,0
41557,1
333888,1
336035,1
197835,1
292466,0
133357,0
370964,0
221440,0
176424,1
4143,0
283012,0
67244,1
110022,0
242191,1
266477,0
111026,0
78697,0
389510,0
354847,0
404064,0
293458,0
282986,0
316952,1
292381,0
295453,0
326167,0
232253,1
199723,1
375463,0
97737,0
30385,1
88856,1
4267,1
257927,1
75554,0
396109,1
149778,0
134370,0
267131,0
366607,1
22472,0
166164,1
398767,0
65367,0
50244,0
133045,1
126092,1
62547,1
67755,1
340282,0
138568,0
16702,0
40092,0
372068,0
276297,0
379003,0
228906,0
28935,0
208447,0
373593,0
346820,0
290238,0
211878,0
176033,1
367462,1
195797,1
